length_multiplier,trial,direction_deg,spike_count,peak_mv,firing_rate_hz
0.75,2,60,13,43.709,13.000000
0.75,3,60,13,43.703,13.000000
0.75,4,60,13,43.701,13.000000
0.75,5,60,13,43.714,13.000000
0.75,6,60,13,43.707,13.000000
0.75,7,60,13,43.713,13.000000
0.75,8,60,13,43.699,13.000000
0.75,9,60,13,43.704,13.000000
0.75,0,90,13,44.527,13.000000
0.75,1,90,13,44.533,13.000000
0.75,2,90,13,44.536,13.000000
0.75,3,90,13,44.549,13.000000
0.75,4,90,13,44.499,13.000000
0.75,5,90,13,44.545,13.000000
0.75,6,90,13,44.551,13.000000
0.75,7,90,13,44.549,13.000000
0.75,8,90,13,44.511,13.000000
0.75,9,90,13,44.463,13.000000
0.75,0,120,15,44.171,15.000000
0.75,1,120,15,44.311,15.000000
0.75,2,120,15,44.161,15.000000
0.75,3,120,15,44.294,15.000000
0.75,4,120,15,44.138,15.000000
0.75,5,120,15,44.303,15.000000
0.75,6,120,15,44.286,15.000000
0.75,7,120,15,44.189,15.000000
0.75,8,120,15,44.262,15.000000
0.75,9,120,15,44.138,15.000000
0.75,0,150,0,-45.491,0.000000
0.75,1,150,0,-45.491,0.000000
0.75,2,150,0,-45.494,0.000000
0.75,3,150,0,-45.492,0.000000
0.75,4,150,0,-45.496,0.000000
0.75,5,150,0,-45.496,0.000000
0.75,6,150,0,-45.497,0.000000
0.75,7,150,0,-45.497,0.000000
0.75,8,150,0,-45.490,0.000000
0.75,9,150,0,-45.496,0.000000
0.75,0,180,0,-55.769,0.000000
0.75,1,180,0,-55.769,0.000000
0.75,2,180,0,-55.769,0.000000
0.75,3,180,0,-55.768,0.000000
0.75,4,180,0,-55.771,0.000000
0.75,5,180,0,-55.769,0.000000
0.75,6,180,0,-55.769,0.000000
0.75,7,180,0,-55.771,0.000000
0.75,8,180,0,-55.767,0.000000
0.75,9,180,0,-55.770,0.000000
0.75,0,210,0,-54.636,0.000000
0.75,1,210,0,-54.635,0.000000
0.75,2,210,0,-54.633,0.000000
0.75,3,210,0,-54.634,0.000000
0.75,4,210,0,-54.635,0.000000
0.75,5,210,0,-54.635,0.000000
0.75,6,210,0,-54.634,0.000000
0.75,7,210,0,-54.639,0.000000
0.75,8,210,0,-54.637,0.000000
0.75,9,210,0,-54.637,0.000000
0.75,0,240,0,-55.272,0.000000
0.75,1,240,0,-55.274,0.000000
0.75,2,240,0,-55.277,0.000000
0.75,3,240,0,-55.274,0.000000
0.75,4,240,0,-55.274,0.000000
0.75,5,240,0,-55.273,0.000000
0.75,6,240,0,-55.271,0.000000
0.75,7,240,0,-55.275,0.000000
0.75,8,240,0,-55.276,0.000000
0.75,9,240,0,-55.274,0.000000
0.75,0,270,0,-56.196,0.000000
0.75,1,270,0,-56.195,0.000000
0.75,2,270,0,-56.195,0.000000
0.75,3,270,0,-56.195,0.000000
0.75,4,270,0,-56.196,0.000000
0.75,5,270,0,-56.199,0.000000
0.75,6,270,0,-56.195,0.000000
0.75,7,270,0,-56.197,0.000000
0.75,8,270,0,-56.197,0.000000
0.75,9,270,0,-56.194,0.000000
0.75,0,300,0,-55.758,0.000000
0.75,1,300,0,-55.760,0.000000
0.75,2,300,0,-55.758,0.000000
0.75,3,300,0,-55.759,0.000000
0.75,4,300,0,-55.759,0.000000
0.75,5,300,0,-55.761,0.000000
0.75,6,300,0,-55.760,0.000000
0.75,7,300,0,-55.759,0.000000
0.75,8,300,0,-55.759,0.000000
0.75,9,300,0,-55.758,0.000000
0.75,0,330,10,44.227,10.000000
0.75,1,330,10,44.252,10.000000
0.75,2,330,10,44.224,10.000000
0.75,3,330,10,44.232,10.000000
0.75,4,330,10,44.230,10.000000
0.75,5,330,10,44.222,10.000000
0.75,6,330,10,44.208,10.000000
0.75,7,330,10,44.221,10.000000
0.75,8,330,10,44.212,10.000000
0.75,9,330,10,44.224,10.000000
1.00,0,0,14,44.294,14.000000
1.00,1,0,14,44.402,14.000000
1.00,2,0,14,44.367,14.000000
1.00,3,0,14,44.424,14.000000
1.00,4,0,14,44.380,14.000000
1.00,5,0,14,44.355,14.000000
1.00,6,0,14,44.230,14.000000
1.00,7,0,14,44.412,14.000000
1.00,8,0,14,44.405,14.000000
1.00,9,0,14,44.284,14.000000
1.00,0,30,14,44.043,14.000000
1.00,1,30,14,43.790,14.000000
1.00,2,30,14,43.810,14.000000
1.00,3,30,14,43.775,14.000000
1.00,4,30,14,43.872,14.000000
1.00,5,30,14,43.793,14.000000
1.00,6,30,14,43.832,14.000000
1.00,7,30,14,43.887,14.000000
1.00,8,30,14,43.885,14.000000
1.00,9,30,14,43.801,14.000000
1.00,0,60,13,43.647,13.000000
1.00,1,60,13,43.706,13.000000
1.00,2,60,13,43.806,13.000000
1.00,3,60,13,44.008,13.000000
1.00,4,60,13,43.763,13.000000
1.00,5,60,13,43.607,13.000000
1.00,6,60,13,43.798,13.000000
1.00,7,60,13,43.704,13.000000
1.00,8,60,13,43.848,13.000000
1.00,9,60,13,43.781,13.000000
1.00,0,90,13,44.505,13.000000
1.00,1,90,13,44.528,13.000000
1.00,2,90,13,44.519,13.000000
1.00,3,90,13,44.525,13.000000
1.00,4,90,13,44.493,13.000000
1.00,5,90,13,44.522,13.000000
1.00,6,90,13,44.525,13.000000
1.00,7,90,13,44.528,13.000000
1.00,8,90,13,44.508,13.000000
1.00,9,90,13,44.467,13.000000
1.00,0,120,15,44.239,15.000000
1.00,1,120,15,44.099,15.000000
1.00,2,120,15,44.246,15.000000
1.00,3,120,15,44.130,15.000000
1.00,4,120,15,44.270,15.000000
1.00,5,120,15,44.110,15.000000
1.00,6,120,15,44.138,15.000000
1.00,7,120,15,44.225,15.000000
1.00,8,120,15,44.135,15.000000
1.00,9,120,15,44.280,15.000000
1.00,0,150,0,-45.506,0.000000
1.00,1,150,0,-45.507,0.000000
1.00,2,150,0,-45.510,0.000000
1.00,3,150,0,-45.507,0.000000
1.00,4,150,0,-45.512,0.000000
1.00,5,150,0,-45.512,0.000000
1.00,6,150,0,-45.513,0.000000
1.00,7,150,0,-45.513,0.000000
1.00,8,150,0,-45.505,0.000000
1.00,9,150,0,-45.511,0.000000
1.00,0,180,0,-55.780,0.000000
1.00,1,180,0,-55.781,0.000000
1.00,2,180,0,-55.778,0.000000
1.00,3,180,0,-55.779,0.000000
1.00,4,180,0,-55.779,0.000000
1.00,5,180,0,-55.779,0.000000
1.00,6,180,0,-55.777,0.000000
1.00,7,180,0,-55.776,0.000000
1.00,8,180,0,-55.781,0.000000
1.00,9,180,0,-55.780,0.000000
1.00,0,210,0,-54.663,0.000000
1.00,1,210,0,-54.662,0.000000
1.00,2,210,0,-54.660,0.000000
1.00,3,210,0,-54.662,0.000000
1.00,4,210,0,-54.663,0.000000
1.00,5,210,0,-54.662,0.000000
1.00,6,210,0,-54.661,0.000000
1.00,7,210,0,-54.666,0.000000
1.00,8,210,0,-54.664,0.000000
1.00,9,210,0,-54.665,0.000000
1.00,0,240,0,-55.314,0.000000
1.00,1,240,0,-55.316,0.000000
1.00,2,240,0,-55.319,0.000000
1.00,3,240,0,-55.316,0.000000
1.00,4,240,0,-55.316,0.000000
1.00,5,240,0,-55.315,0.000000
1.00,6,240,0,-55.313,0.000000
1.00,7,240,0,-55.317,0.000000
1.00,8,240,0,-55.318,0.000000
1.00,9,240,0,-55.316,0.000000
1.00,0,270,0,-56.182,0.000000
1.00,1,270,0,-56.181,0.000000
1.00,2,270,0,-56.181,0.000000
1.00,3,270,0,-56.181,0.000000
1.00,4,270,0,-56.182,0.000000
1.00,5,270,0,-56.185,0.000000
1.00,6,270,0,-56.181,0.000000
1.00,7,270,0,-56.183,0.000000
1.00,8,270,0,-56.183,0.000000
1.00,9,270,0,-56.180,0.000000
1.00,0,300,0,-55.764,0.000000
1.00,1,300,0,-55.765,0.000000
1.00,2,300,0,-55.765,0.000000
1.00,3,300,0,-55.765,0.000000
1.00,4,300,0,-55.764,0.000000
1.00,5,300,0,-55.765,0.000000
1.00,6,300,0,-55.764,0.000000
1.00,7,300,0,-55.765,0.000000
1.00,8,300,0,-55.765,0.000000
1.00,9,300,0,-55.765,0.000000
1.00,0,330,10,44.495,10.000000
1.00,1,330,10,44.500,10.000000
1.00,2,330,10,44.497,10.000000
1.00,3,330,10,44.501,10.000000
1.00,4,330,10,44.497,10.000000
1.00,5,330,10,44.499,10.000000
1.00,6,330,10,44.490,10.000000
1.00,7,330,10,44.496,10.000000
1.00,8,330,10,44.493,10.000000
1.00,9,330,10,44.495,10.000000
1.25,0,0,14,44.365,14.000000
1.25,1,0,14,44.222,14.000000
1.25,2,0,14,44.284,14.000000
1.25,3,0,14,44.218,14.000000
1.25,4,0,14,44.290,14.000000
1.25,5,0,14,44.305,14.000000
1.25,6,0,14,44.390,14.000000
1.25,7,0,14,44.216,14.000000
1.25,8,0,14,44.236,14.000000
1.25,9,0,14,44.362,14.000000
1.25,0,30,13,44.019,13.000000
1.25,1,30,13,44.289,13.000000
1.25,2,30,13,44.246,13.000000
1.25,3,30,13,44.302,13.000000
1.25,4,30,13,44.207,13.000000
1.25,5,30,13,44.273,13.000000
1.25,6,30,13,44.270,13.000000
1.25,7,30,13,44.194,13.000000
1.25,8,30,13,44.195,13.000000
1.25,9,30,13,44.271,13.000000
1.25,0,60,13,44.457,13.000000
1.25,1,60,13,44.467,13.000000
1.25,2,60,13,44.511,13.000000
1.25,3,60,13,44.525,13.000000
1.25,4,60,13,44.493,13.000000
1.25,5,60,13,44.452,13.000000
1.25,6,60,13,44.505,13.000000
1.25,7,60,13,44.467,13.000000
1.25,8,60,13,44.522,13.000000
1.25,9,60,13,44.516,13.000000
1.25,0,90,12,43.793,12.000000
1.25,1,90,12,43.886,12.000000
1.25,2,90,12,43.765,12.000000
1.25,3,90,12,43.930,12.000000
1.25,4,90,12,43.612,12.000000
1.25,5,90,12,43.882,12.000000
1.25,6,90,12,43.820,12.000000
1.25,7,90,12,43.937,12.000000
1.25,8,90,12,43.771,12.000000
1.25,9,90,12,43.462,12.000000
1.25,0,120,14,43.679,14.000000
1.25,1,120,14,43.839,14.000000
1.25,2,120,14,43.686,14.000000
1.25,3,120,14,43.787,14.000000
1.25,4,120,14,43.654,14.000000
1.25,5,120,14,43.797,14.000000
1.25,6,120,14,43.792,14.000000
1.25,7,120,14,43.703,14.000000
1.25,8,120,14,43.814,14.000000
1.25,9,120,14,43.648,14.000000
1.25,0,150,0,-45.521,0.000000
1.25,1,150,0,-45.522,0.000000
1.25,2,150,0,-45.525,0.000000
1.25,3,150,0,-45.522,0.000000
1.25,4,150,0,-45.527,0.000000
1.25,5,150,0,-45.526,0.000000
1.25,6,150,0,-45.527,0.000000
1.25,7,150,0,-45.528,0.000000
1.25,8,150,0,-45.520,0.000000
1.25,9,150,0,-45.526,0.000000
1.25,0,180,0,-55.782,0.000000
1.25,1,180,0,-55.783,0.000000
1.25,2,180,0,-55.780,0.000000
1.25,3,180,0,-55.782,0.000000
1.25,4,180,0,-55.781,0.000000
1.25,5,180,0,-55.782,0.000000
1.25,6,180,0,-55.779,0.000000
1.25,7,180,0,-55.779,0.000000
1.25,8,180,0,-55.784,0.000000
1.25,9,180,0,-55.783,0.000000
1.25,0,210,0,-54.689,0.000000
1.25,1,210,0,-54.688,0.000000
1.25,2,210,0,-54.686,0.000000
1.25,3,210,0,-54.687,0.000000
1.25,4,210,0,-54.688,0.000000
1.25,5,210,0,-54.688,0.000000
1.25,6,210,0,-54.687,0.000000
1.25,7,210,0,-54.692,0.000000
1.25,8,210,0,-54.690,0.000000
1.25,9,210,0,-54.690,0.000000
1.25,0,240,0,-55.352,0.000000
1.25,1,240,0,-55.354,0.000000
1.25,2,240,0,-55.357,0.000000
1.25,3,240,0,-55.354,0.000000
1.25,4,240,0,-55.354,0.000000
1.25,5,240,0,-55.353,0.000000
1.25,6,240,0,-55.352,0.000000
1.25,7,240,0,-55.355,0.000000
1.25,8,240,0,-55.356,0.000000
1.25,9,240,0,-55.354,0.000000
1.25,0,270,0,-56.175,0.000000
1.25,1,270,0,-56.174,0.000000
1.25,2,270,0,-56.174,0.000000
1.25,3,270,0,-56.174,0.000000
1.25,4,270,0,-56.175,0.000000
1.25,5,270,0,-56.178,0.000000
1.25,6,270,0,-56.174,0.000000
1.25,7,270,0,-56.176,0.000000
1.25,8,270,0,-56.176,0.000000
1.25,9,270,0,-56.173,0.000000
1.25,0,300,0,-55.760,0.000000
1.25,1,300,0,-55.761,0.000000
1.25,2,300,0,-55.762,0.000000
1.25,3,300,0,-55.761,0.000000
1.25,4,300,0,-55.760,0.000000
1.25,5,300,0,-55.761,0.000000
1.25,6,300,0,-55.761,0.000000
1.25,7,300,0,-55.761,0.000000
1.25,8,300,0,-55.761,0.000000
1.25,9,300,0,-55.761,0.000000
1.25,0,330,10,44.407,10.000000
1.25,1,330,10,44.399,10.000000
1.25,2,330,10,44.412,10.000000
1.25,3,330,10,44.414,10.000000
1.25,4,330,10,44.408,10.000000
1.25,5,330,10,44.418,10.000000
1.25,6,330,10,44.413,10.000000
1.25,7,330,10,44.414,10.000000
1.25,8,330,10,44.415,10.000000
1.25,9,330,10,44.410,10.000000
1.50,0,0,14,43.732,14.000000
1.50,1,0,14,43.368,14.000000
1.50,2,0,14,43.327,14.000000
1.50,3,0,14,43.323,14.000000
1.50,4,0,14,43.315,14.000000
1.50,5,0,14,43.456,14.000000
1.50,6,0,14,43.440,14.000000
1.50,7,0,14,44.360,14.000000
1.50,8,0,14,43.324,14.000000
1.50,9,0,14,43.421,14.000000
1.50,0,30,12,43.370,12.000000
1.50,1,30,12,43.388,12.000000
1.50,2,30,12,43.385,12.000000
1.50,3,30,12,43.370,12.000000
1.50,4,30,12,43.372,12.000000
1.50,5,30,12,43.372,12.000000
1.50,6,30,12,43.374,12.000000
1.50,7,30,12,43.376,12.000000
1.50,8,30,12,43.380,12.000000
1.50,9,30,12,43.385,12.000000
1.50,0,60,12,44.190,12.000000
1.50,1,60,12,44.237,12.000000
1.50,2,60,12,44.394,12.000000
1.50,3,60,12,44.000,12.000000
1.50,4,60,12,44.338,12.000000
1.50,5,60,12,44.357,12.000000
1.50,6,60,12,44.369,12.000000
1.50,7,60,12,44.273,12.000000
1.50,8,60,12,44.399,12.000000
1.50,9,60,12,44.352,12.000000
1.50,0,90,12,43.770,12.000000
1.50,1,90,12,43.870,12.000000
1.50,2,90,12,43.598,12.000000
1.50,3,90,12,43.981,12.000000
1.50,4,90,12,43.539,12.000000
1.50,5,90,12,43.843,12.000000
1.50,6,90,12,43.772,12.000000
1.50,7,90,12,43.993,12.000000
1.50,8,90,12,43.700,12.000000
1.50,9,90,12,43.471,12.000000
1.50,0,120,14,43.584,14.000000
1.50,1,120,14,43.422,14.000000
1.50,2,120,14,43.557,14.000000
1.50,3,120,14,43.413,14.000000
1.50,4,120,14,43.633,14.000000
1.50,5,120,14,43.418,14.000000
1.50,6,120,14,43.416,14.000000
1.50,7,120,14,43.534,14.000000
1.50,8,120,14,43.424,14.000000
1.50,9,120,14,43.688,14.000000
1.50,0,150,0,-45.534,0.000000
1.50,1,150,0,-45.535,0.000000
1.50,2,150,0,-45.538,0.000000
1.50,3,150,0,-45.536,0.000000
1.50,4,150,0,-45.540,0.000000
1.50,5,150,0,-45.540,0.000000
1.50,6,150,0,-45.541,0.000000
1.50,7,150,0,-45.541,0.000000
1.50,8,150,0,-45.534,0.000000
1.50,9,150,0,-45.539,0.000000
1.50,0,180,0,-55.785,0.000000
1.50,1,180,0,-55.786,0.000000
1.50,2,180,0,-55.783,0.000000
1.50,3,180,0,-55.785,0.000000
1.50,4,180,0,-55.784,0.000000
1.50,5,180,0,-55.785,0.000000
1.50,6,180,0,-55.782,0.000000
1.50,7,180,0,-55.782,0.000000
1.50,8,180,0,-55.787,0.000000
1.50,9,180,0,-55.786,0.000000
1.50,0,210,0,-54.712,0.000000
1.50,1,210,0,-54.711,0.000000
1.50,2,210,0,-54.709,0.000000
1.50,3,210,0,-54.710,0.000000
1.50,4,210,0,-54.712,0.000000
1.50,5,210,0,-54.711,0.000000
1.50,6,210,0,-54.710,0.000000
1.50,7,210,0,-54.715,0.000000
1.50,8,210,0,-54.713,0.000000
1.50,9,210,0,-54.714,0.000000
1.50,0,240,0,-55.388,0.000000
1.50,1,240,0,-55.390,0.000000
1.50,2,240,0,-55.393,0.000000
1.50,3,240,0,-55.390,0.000000
1.50,4,240,0,-55.389,0.000000
1.50,5,240,0,-55.389,0.000000
1.50,6,240,0,-55.387,0.000000
1.50,7,240,0,-55.390,0.000000
1.50,8,240,0,-55.391,0.000000
1.50,9,240,0,-55.390,0.000000
1.50,0,270,0,-56.174,0.000000
1.50,1,270,0,-56.173,0.000000
1.50,2,270,0,-56.172,0.000000
1.50,3,270,0,-56.173,0.000000
1.50,4,270,0,-56.173,0.000000
1.50,5,270,0,-56.176,0.000000
1.50,6,270,0,-56.172,0.000000
1.50,7,270,0,-56.174,0.000000
1.50,8,270,0,-56.174,0.000000
1.50,9,270,0,-56.172,0.000000
1.50,0,300,0,-55.756,0.000000
1.50,1,300,0,-55.757,0.000000
1.50,2,300,0,-55.758,0.000000
1.50,3,300,0,-55.757,0.000000
1.50,4,300,0,-55.756,0.000000
1.50,5,300,0,-55.757,0.000000
1.50,6,300,0,-55.757,0.000000
1.50,7,300,0,-55.757,0.000000
1.50,8,300,0,-55.757,0.000000
1.50,9,300,0,-55.757,0.000000
1.50,0,330,9,44.163,9.000000
1.50,1,330,9,44.144,9.000000
1.50,2,330,9,44.168,9.000000
1.50,3,330,9,44.168,9.000000
1.50,4,330,9,44.160,9.000000
1.50,5,330,9,44.178,9.000000
1.50,6,330,9,44.174,9.000000
1.50,7,330,9,44.171,9.000000
1.50,8,330,9,44.174,9.000000
1.50,9,330,9,44.166,9.000000
1.75,0,0,13,43.392,13.000000
1.75,1,0,13,43.299,13.000000
1.75,2,0,13,43.296,13.000000
1.75,3,0,13,43.295,13.000000
1.75,4,0,13,43.294,13.000000
1.75,5,0,13,43.302,13.000000
1.75,6,0,13,43.416,13.000000
1.75,7,0,13,43.293,13.000000
1.75,8,0,13,43.301,13.000000
1.75,9,0,13,43.378,13.000000
1.75,0,30,12,44.184,12.000000
1.75,1,30,12,43.993,12.000000
1.75,2,30,12,44.059,12.000000
1.75,3,30,12,43.994,12.000000
1.75,4,30,12,44.049,12.000000
1.75,5,30,12,44.026,12.000000
1.75,6,30,12,43.982,12.000000
1.75,7,30,12,44.043,12.000000
1.75,8,30,12,44.074,12.000000
1.75,9,30,12,44.053,12.000000
1.75,0,60,11,43.139,11.000000
1.75,1,60,11,43.139,11.000000
1.75,2,60,11,43.138,11.000000
1.75,3,60,11,43.132,11.000000
1.75,4,60,11,43.134,11.000000
1.75,5,60,11,43.132,11.000000
1.75,6,60,11,43.128,11.000000
1.75,7,60,11,43.137,11.000000
1.75,8,60,11,43.134,11.000000
1.75,9,60,11,43.137,11.000000
1.75,0,90,12,43.520,12.000000
1.75,1,90,12,43.559,12.000000
1.75,2,90,12,43.554,12.000000
1.75,3,90,12,43.483,12.000000
1.75,4,90,12,43.548,12.000000
1.75,5,90,12,43.504,12.000000
1.75,6,90,12,43.555,12.000000
1.75,7,90,12,43.492,12.000000
1.75,8,90,12,43.571,12.000000
1.75,9,90,12,43.567,12.000000
1.75,0,120,14,43.863,14.000000
1.75,1,120,14,43.500,14.000000
1.75,2,120,14,43.836,14.000000
1.75,3,120,14,43.598,14.000000
1.75,4,120,14,43.892,14.000000
1.75,5,120,14,43.627,14.000000
1.75,6,120,14,43.671,14.000000
1.75,7,120,14,43.818,14.000000
1.75,8,120,14,43.423,14.000000
1.75,9,120,14,43.990,14.000000
1.75,0,150,0,-45.546,0.000000
1.75,1,150,0,-45.547,0.000000
1.75,2,150,0,-45.550,0.000000
1.75,3,150,0,-45.547,0.000000
1.75,4,150,0,-45.552,0.000000
1.75,5,150,0,-45.552,0.000000
1.75,6,150,0,-45.553,0.000000
1.75,7,150,0,-45.553,0.000000
1.75,8,150,0,-45.545,0.000000
1.75,9,150,0,-45.551,0.000000
1.75,0,180,0,-55.788,0.000000
1.75,1,180,0,-55.789,0.000000
1.75,2,180,0,-55.786,0.000000
1.75,3,180,0,-55.788,0.000000
1.75,4,180,0,-55.788,0.000000
1.75,5,180,0,-55.788,0.000000
1.75,6,180,0,-55.786,0.000000
1.75,7,180,0,-55.785,0.000000
1.75,8,180,0,-55.790,0.000000
1.75,9,180,0,-55.789,0.000000
1.75,0,210,0,-54.733,0.000000
1.75,1,210,0,-54.732,0.000000
1.75,2,210,0,-54.731,0.000000
1.75,3,210,0,-54.732,0.000000
1.75,4,210,0,-54.733,0.000000
1.75,5,210,0,-54.732,0.000000
1.75,6,210,0,-54.731,0.000000
1.75,7,210,0,-54.736,0.000000
1.75,8,210,0,-54.734,0.000000
1.75,9,210,0,-54.735,0.000000
1.75,0,240,0,-55.421,0.000000
1.75,1,240,0,-55.423,0.000000
1.75,2,240,0,-55.426,0.000000
1.75,3,240,0,-55.423,0.000000
1.75,4,240,0,-55.423,0.000000
1.75,5,240,0,-55.422,0.000000
1.75,6,240,0,-55.420,0.000000
1.75,7,240,0,-55.424,0.000000
1.75,8,240,0,-55.425,0.000000
1.75,9,240,0,-55.423,0.000000
1.75,0,270,0,-56.176,0.000000
1.75,1,270,0,-56.175,0.000000
1.75,2,270,0,-56.175,0.000000
1.75,3,270,0,-56.175,0.000000
1.75,4,270,0,-56.175,0.000000
1.75,5,270,0,-56.178,0.000000
1.75,6,270,0,-56.175,0.000000
1.75,7,270,0,-56.176,0.000000
1.75,8,270,0,-56.177,0.000000
1.75,9,270,0,-56.174,0.000000
1.75,0,300,0,-55.752,0.000000
1.75,1,300,0,-55.753,0.000000
1.75,2,300,0,-55.753,0.000000
1.75,3,300,0,-55.753,0.000000
1.75,4,300,0,-55.752,0.000000
1.75,5,300,0,-55.753,0.000000
1.75,6,300,0,-55.752,0.000000
1.75,7,300,0,-55.753,0.000000
1.75,8,300,0,-55.753,0.000000
1.75,9,300,0,-55.753,0.000000
1.75,0,330,9,44.199,9.000000
1.75,1,330,9,44.129,9.000000
1.75,2,330,9,44.153,9.000000
1.75,3,330,9,44.133,9.000000
