gaba_base_ns,angle_deg,synapse_index,onset_time_ms,is_fired
0.250000,30,89,107.5964,0
0.250000,30,90,100.0000,1
0.250000,30,91,100.0000,1
0.250000,30,92,100.0000,1
0.250000,30,93,100.0000,1
0.250000,30,94,100.0000,1
0.250000,30,95,100.0000,1
0.250000,30,96,102.5605,0
0.250000,30,97,100.0000,1
0.250000,30,98,100.0000,1
0.250000,30,99,100.0000,1
0.250000,60,0,106.4911,0
0.250000,60,1,100.5173,0
0.250000,60,2,123.9286,0
0.250000,60,3,106.2064,0
0.250000,60,4,100.0000,1
0.250000,60,5,100.0000,1
0.250000,60,6,106.3550,0
0.250000,60,7,101.8128,0
0.250000,60,8,100.0000,1
0.250000,60,9,100.0000,1
0.250000,60,10,100.0000,1
0.250000,60,11,100.1567,0
0.250000,60,12,100.0000,1
0.250000,60,13,120.5031,0
0.250000,60,14,101.9553,0
0.250000,60,15,114.9849,0
0.250000,60,16,100.0000,1
0.250000,60,17,100.0000,1
0.250000,60,18,122.0611,0
0.250000,60,19,118.3637,0
0.250000,60,20,117.1452,0
0.250000,60,21,111.3467,0
0.250000,60,22,120.8041,0
0.250000,60,23,101.8045,0
0.250000,60,24,105.1509,0
0.250000,60,25,119.7650,0
0.250000,60,26,100.0000,1
0.250000,60,27,100.0000,1
0.250000,60,28,108.6743,0
0.250000,60,29,105.1040,0
0.250000,60,30,107.9329,0
0.250000,60,31,107.8488,0
0.250000,60,32,105.8840,0
0.250000,60,33,100.0000,1
0.250000,60,34,100.0000,1
0.250000,60,35,126.4446,0
0.250000,60,36,111.2106,0
0.250000,60,37,100.0000,1
0.250000,60,38,100.0000,1
0.250000,60,39,120.0779,0
0.250000,60,40,100.0232,0
0.250000,60,41,118.3019,0
0.250000,60,42,101.7386,0
0.250000,60,43,110.6864,0
0.250000,60,44,102.4697,0
0.250000,60,45,100.0000,1
0.250000,60,46,104.0718,0
0.250000,60,47,110.9583,0
0.250000,60,48,115.2804,0
0.250000,60,49,100.0000,1
0.250000,60,50,100.0000,1
0.250000,60,51,100.1910,0
0.250000,60,52,100.0000,1
0.250000,60,53,136.7925,0
0.250000,60,54,110.7951,0
0.250000,60,55,114.3006,0
0.250000,60,56,115.6880,0
0.250000,60,57,100.0000,1
0.250000,60,58,102.7402,0
0.250000,60,59,132.0507,0
0.250000,60,60,110.0982,0
0.250000,60,61,128.1106,0
0.250000,60,62,114.4894,0
0.250000,60,63,100.0000,1
0.250000,60,64,121.4964,0
0.250000,60,65,120.7082,0
0.250000,60,66,120.7568,0
0.250000,60,67,100.0000,1
0.250000,60,68,122.2346,0
0.250000,60,69,109.9269,0
0.250000,60,70,115.0559,0
0.250000,60,71,100.0000,1
0.250000,60,72,122.5716,0
0.250000,60,73,100.0000,1
0.250000,60,74,100.5524,0
0.250000,60,75,118.3875,0
0.250000,60,76,108.3699,0
0.250000,60,77,100.0000,1
0.250000,60,78,100.0000,1
0.250000,60,79,109.1131,0
0.250000,60,80,100.0000,1
0.250000,60,81,103.2374,0
0.250000,60,82,100.0000,1
0.250000,60,83,100.0000,1
0.250000,60,84,118.0499,0
0.250000,60,85,102.0562,0
0.250000,60,86,100.0000,1
0.250000,60,87,100.0000,1
0.250000,60,88,111.2032,0
0.250000,60,89,101.5423,0
0.250000,60,90,100.0000,1
0.250000,60,91,100.0000,1
0.250000,60,92,103.9921,0
0.250000,60,93,100.0000,1
0.250000,60,94,100.0000,1
0.250000,60,95,100.0000,1
0.250000,60,96,112.4248,0
0.250000,60,97,100.0000,1
0.250000,60,98,100.0000,1
0.250000,60,99,100.0000,1
0.250000,90,0,100.5700,0
0.250000,90,1,100.0000,1
0.250000,90,2,127.5900,0
0.250000,90,3,110.3650,0
0.250000,90,4,100.0000,1
0.250000,90,5,100.0000,1
0.250000,90,6,100.5600,0
0.250000,90,7,100.0000,1
0.250000,90,8,100.0000,1
0.250000,90,9,100.0000,1
0.250000,90,10,100.0000,1
0.250000,90,11,100.1550,0
0.250000,90,12,100.0000,1
0.250000,90,13,124.7200,0
0.250000,90,14,100.0000,1
0.250000,90,15,122.7100,0
0.250000,90,16,100.0000,1
0.250000,90,17,100.0000,1
0.250000,90,18,120.7050,0
0.250000,90,19,108.5750,0
0.250000,90,20,121.2900,0
0.250000,90,21,112.4900,0
0.250000,90,22,113.1250,0
0.250000,90,23,100.0000,1
0.250000,90,24,100.0000,1
0.250000,90,25,116.1600,0
0.250000,90,26,100.0000,1
0.250000,90,27,100.0000,1
0.250000,90,28,104.1850,0
0.250000,90,29,100.3250,0
0.250000,90,30,104.5500,0
0.250000,90,31,105.2900,0
0.250000,90,32,110.0650,0
0.250000,90,33,100.0000,1
0.250000,90,34,100.0000,1
0.250000,90,35,124.2050,0
0.250000,90,36,100.1450,0
0.250000,90,37,100.0000,1
0.250000,90,38,100.0000,1
0.250000,90,39,115.5600,0
0.250000,90,40,100.0000,1
0.250000,90,41,115.8100,0
0.250000,90,42,100.0000,1
0.250000,90,43,107.3600,0
0.250000,90,44,100.5250,0
0.250000,90,45,100.0000,1
0.250000,90,46,108.4400,0
0.250000,90,47,104.7900,0
0.250000,90,48,118.5450,0
0.250000,90,49,100.0000,1
0.250000,90,50,100.0000,1
0.250000,90,51,102.1200,0
0.250000,90,52,100.0000,1
0.250000,90,53,135.9400,0
0.250000,90,54,107.6500,0
0.250000,90,55,120.6150,0
0.250000,90,56,100.2950,0
0.250000,90,57,100.0000,1
0.250000,90,58,108.2650,0
0.250000,90,59,133.4150,0
0.250000,90,60,104.5850,0
0.250000,90,61,130.7850,0
0.250000,90,62,116.8550,0
0.250000,90,63,100.0000,1
0.250000,90,64,119.9750,0
0.250000,90,65,112.7400,0
0.250000,90,66,127.6600,0
0.250000,90,67,100.0000,1
0.250000,90,68,115.5100,0
0.250000,90,69,111.2750,0
0.250000,90,70,109.4350,0
0.250000,90,71,100.0000,1
0.250000,90,72,106.5750,0
0.250000,90,73,100.0000,1
0.250000,90,74,100.0000,1
0.250000,90,75,107.3150,0
0.250000,90,76,102.4450,0
0.250000,90,77,100.0000,1
0.250000,90,78,100.0000,1
0.250000,90,79,100.0000,1
0.250000,90,80,100.0000,1
0.250000,90,81,100.0000,1
0.250000,90,82,100.0000,1
0.250000,90,83,100.0000,1
0.250000,90,84,108.7900,0
0.250000,90,85,100.0000,1
0.250000,90,86,100.0000,1
0.250000,90,87,100.0000,1
0.250000,90,88,114.4750,0
0.250000,90,89,100.0000,1
0.250000,90,90,100.0000,1
0.250000,90,91,100.0000,1
0.250000,90,92,108.1200,0
0.250000,90,93,100.0000,1
0.250000,90,94,100.0000,1
0.250000,90,95,100.0000,1
0.250000,90,96,118.9600,0
0.250000,90,97,100.0000,1
0.250000,90,98,100.0000,1
0.250000,90,99,100.0000,1
0.250000,120,0,100.0000,1
0.250000,120,1,100.0000,1
0.250000,120,2,123.8586,0
0.250000,120,3,111.7464,0
0.250000,120,4,100.0000,1
0.250000,120,5,100.0000,1
0.250000,120,6,100.0000,1
0.250000,120,7,100.0000,1
0.250000,120,8,100.0000,1
0.250000,120,9,100.0000,1
0.250000,120,10,100.0000,1
0.250000,120,11,100.1117,0
0.250000,120,12,100.0000,1
0.250000,120,13,122.3131,0
0.250000,120,14,100.0000,1
0.250000,120,15,124.3499,0
0.250000,120,16,100.0000,1
0.250000,120,17,100.0000,1
0.250000,120,18,113.8011,0
0.250000,120,19,100.0000,1
0.250000,120,20,119.7302,0
0.250000,120,21,110.2867,0
0.250000,120,22,101.9291,0
0.250000,120,23,100.0000,1
0.250000,120,24,100.0000,1
0.250000,120,25,108.2250,0
0.250000,120,26,101.7983,0
0.250000,120,27,100.0000,1
0.250000,120,28,100.0000,1
0.250000,120,29,100.0000,1
0.250000,120,30,100.0000,1
0.250000,120,31,101.3138,0
0.250000,120,32,111.5490,0
0.250000,120,33,100.0000,1
0.250000,120,34,100.0000,1
0.250000,120,35,115.4796,0
0.250000,120,36,100.0000,1
0.250000,120,37,100.0000,1
0.250000,120,38,100.0000,1
0.250000,120,39,106.8729,0
0.250000,120,40,100.0000,1
0.250000,120,41,109.0819,0
0.250000,120,42,100.0000,1
0.250000,120,43,102.0614,0
0.250000,120,44,100.0000,1
0.250000,120,45,100.0000,1
0.250000,120,46,110.5468,0
0.250000,120,47,100.0000,1
0.250000,120,48,116.8404,0
0.250000,120,49,100.0000,1
0.250000,120,50,100.0000,1
0.250000,120,51,103.4810,0
0.250000,120,52,100.0000,1
0.250000,120,53,125.4575,0
0.250000,120,54,102.4551,0
0.250000,120,55,121.4056,0
0.250000,120,56,100.0000,1
0.250000,120,57,100.0000,1
0.250000,120,58,111.5752,0
0.250000,120,59,125.8257,0
0.250000,120,60,100.0000,1
0.250000,120,61,125.2106,0
0.250000,120,62,114.7044,0
0.250000,120,63,100.0000,1
0.250000,120,64,113.1014,0
0.250000,120,65,101.3582,0
0.250000,120,66,127.1518,0
0.250000,120,67,100.0000,1
0.250000,120,68,104.6296,0
0.250000,120,69,109.6019,0
0.250000,120,70,101.2859,0
0.250000,120,71,100.0000,1
0.250000,120,72,100.0000,1
0.250000,120,73,100.0000,1
0.250000,120,74,100.0000,1
0.250000,120,75,100.0000,1
0.250000,120,76,100.0000,1
0.250000,120,77,100.0540,0
0.250000,120,78,100.0000,1
0.250000,120,79,100.0000,1
0.250000,120,80,100.0000,1
0.250000,120,81,100.0000,1
0.250000,120,82,100.0000,1
0.250000,120,83,100.0000,1
0.250000,120,84,100.0000,1
0.250000,120,85,100.0000,1
0.250000,120,86,100.0000,1
0.250000,120,87,100.0000,1
0.250000,120,88,113.8682,0
0.250000,120,89,100.0000,1
0.250000,120,90,100.0000,1
0.250000,120,91,100.0000,1
0.250000,120,92,110.0721,0
0.250000,120,93,100.0000,1
0.250000,120,94,100.0000,1
0.250000,120,95,100.0000,1
0.250000,120,96,120.4148,0
0.250000,120,97,100.0000,1
0.250000,120,98,100.0000,1
0.250000,120,99,100.0000,1
0.250000,150,0,100.0000,1
0.250000,150,1,100.0000,1
0.250000,150,2,113.7344,0
0.250000,150,3,109.9803,0
0.250000,150,4,100.0000,1
0.250000,150,5,100.0000,1
0.250000,150,6,100.0000,1
0.250000,150,7,100.0000,1
0.250000,150,8,100.0000,1
0.250000,150,9,100.4737,0
0.250000,150,10,100.0000,1
0.250000,150,11,100.0385,0
0.250000,150,12,100.0000,1
0.250000,150,13,113.9275,0
0.250000,150,14,100.0000,1
0.250000,150,15,119.4653,0
0.250000,150,16,100.0000,1
0.250000,150,17,100.0000,1
0.250000,150,18,103.1991,0
0.250000,150,19,100.0000,1
0.250000,150,20,112.8837,0
0.250000,150,21,105.3270,0
0.250000,150,22,100.0000,1
0.250000,150,23,100.0000,1
0.250000,150,24,100.0000,1
0.250000,150,25,100.0000,1
0.250000,150,26,104.3147,0
0.250000,150,27,101.0766,0
0.250000,150,28,100.0000,1
0.250000,150,29,100.0000,1
0.250000,150,30,100.0000,1
0.250000,150,31,100.0000,1
0.250000,150,32,109.9385,0
0.250000,150,33,100.0000,1
0.250000,150,34,100.0000,1
0.250000,150,35,102.6065,0
0.250000,150,36,100.0000,1
0.250000,150,37,100.0000,1
0.250000,150,38,100.4145,0
0.250000,150,39,100.0000,1
0.250000,150,40,100.0000,1
0.250000,150,41,100.0000,1
0.250000,150,42,100.0000,1
0.250000,150,43,100.0000,1
0.250000,150,44,100.0000,1
0.250000,150,45,100.0000,1
0.250000,150,46,109.8275,0
0.250000,150,47,100.0000,1
0.250000,150,48,110.6235,0
0.250000,150,49,100.0000,1
0.250000,150,50,100.0000,1
0.250000,150,51,103.9092,0
0.250000,150,52,100.0000,1
0.250000,150,53,108.1536,0
0.250000,150,54,100.0000,1
0.250000,150,55,116.4606,0
0.250000,150,56,100.0000,1
0.250000,150,57,100.0000,1
0.250000,150,58,111.7838,0
0.250000,150,59,111.3165,0
0.250000,150,60,100.0000,1
0.250000,150,61,112.8810,0
0.250000,150,62,108.6137,0
0.250000,150,63,100.0000,1
0.250000,150,64,102.7172,0
0.250000,150,65,100.0000,1
0.250000,150,66,119.3682,0
0.250000,150,67,104.9283,0
0.250000,150,68,100.0000,1
0.250000,150,69,105.3560,0
0.250000,150,70,100.0000,1
0.250000,150,71,100.0000,1
0.250000,150,72,100.0000,1
0.250000,150,73,100.6536,0
0.250000,150,74,100.0000,1
0.250000,150,75,100.0000,1
0.250000,150,76,100.0000,1
0.250000,150,77,102.4185,0
0.250000,150,78,100.1890,0
0.250000,150,79,100.0000,1
0.250000,150,80,100.0000,1
0.250000,150,81,100.0000,1
0.250000,150,82,100.0000,1
0.250000,150,83,100.0000,1
0.250000,150,84,100.0000,1
0.250000,150,85,100.0000,1
0.250000,150,86,100.0000,1
0.250000,150,87,100.0483,0
0.250000,150,88,109.5455,0
0.250000,150,89,100.0000,1
0.250000,150,90,100.0000,1
0.250000,150,91,100.0000,1
0.250000,150,92,109.3254,0
0.250000,150,93,100.0000,1
0.250000,150,94,101.0494,0
0.250000,150,95,100.0000,1
0.250000,150,96,116.3995,0
0.250000,150,97,100.0000,1
0.250000,150,98,100.0000,1
0.250000,150,99,100.0000,1
0.250000,180,0,100.0000,1
0.250000,180,1,100.0000,1
0.250000,180,2,100.0000,1
0.250000,180,3,105.5400,0
0.250000,180,4,100.0000,1
0.250000,180,5,101.7650,0
0.250000,180,6,100.0000,1
0.250000,180,7,100.0000,1
0.250000,180,8,100.0000,1
0.250000,180,9,103.2750,0
0.250000,180,10,100.0000,1
0.250000,180,11,100.0000,1
0.250000,180,12,106.0600,0
0.250000,180,13,101.8100,0
0.250000,180,14,100.0000,1
0.250000,180,15,109.3650,0
0.250000,180,16,100.0000,1
0.250000,180,17,100.0000,1
0.250000,180,18,100.0000,1
0.250000,180,19,100.0000,1
0.250000,180,20,102.5850,0
0.250000,180,21,100.0000,1
0.250000,180,22,100.0000,1
0.250000,180,23,100.0000,1
0.250000,180,24,100.0000,1
0.250000,180,25,100.0000,1
0.250000,180,26,105.6750,0
0.250000,180,27,105.8100,0
0.250000,180,28,100.0000,1
0.250000,180,29,100.0000,1
0.250000,180,30,100.0000,1
0.250000,180,31,100.0000,1
0.250000,180,32,105.6650,0
0.250000,180,33,100.0000,1
0.250000,180,34,100.0000,1
0.250000,180,35,100.0000,1
0.250000,180,36,100.0000,1
0.250000,180,37,102.5600,0
0.250000,180,38,102.8400,0
0.250000,180,39,100.0000,1
0.250000,180,40,100.0000,1
0.250000,180,41,100.0000,1
0.250000,180,42,100.0000,1
0.250000,180,43,100.0000,1
0.250000,180,44,100.0000,1
0.250000,180,45,102.1900,0
0.250000,180,46,106.4750,0
0.250000,180,47,100.0000,1
0.250000,180,48,101.5600,0
0.250000,180,49,100.0000,1
0.250000,180,50,100.0000,1
0.250000,180,51,103.2900,0
0.250000,180,52,100.2300,0
0.250000,180,53,100.0000,1
0.250000,180,54,100.0000,1
0.250000,180,55,107.1050,0
0.250000,180,56,100.0000,1
0.250000,180,57,100.0000,1
0.250000,180,58,108.8350,0
0.250000,180,59,100.0000,1
0.250000,180,60,100.0000,1
0.250000,180,61,100.0000,1
0.250000,180,62,100.2150,0
0.250000,180,63,100.0000,1
0.250000,180,64,100.0000,1
0.250000,180,65,100.0000,1
0.250000,180,66,106.3950,0
0.250000,180,67,109.8650,0
0.250000,180,68,100.0000,1
0.250000,180,69,100.0000,1
0.250000,180,70,100.0000,1
0.250000,180,71,107.9500,0
0.250000,180,72,100.0000,1
0.250000,180,73,104.0600,0
0.250000,180,74,100.0000,1
0.250000,180,75,100.0000,1
0.250000,180,76,100.0000,1
0.250000,180,77,104.1350,0
0.250000,180,78,101.2950,0
0.250000,180,79,100.0000,1
0.250000,180,80,100.0000,1
0.250000,180,81,100.0000,1
0.250000,180,82,100.0000,1
0.250000,180,83,100.0000,1
0.250000,180,84,100.0000,1
0.250000,180,85,100.0000,1
0.250000,180,86,100.0000,1
0.250000,180,87,101.3750,0
0.250000,180,88,102.6650,0
0.250000,180,89,100.0000,1
0.250000,180,90,108.2650,0
0.250000,180,91,105.3800,0
0.250000,180,92,106.0800,0
0.250000,180,93,100.0000,1
0.250000,180,94,105.9200,0
0.250000,180,95,102.5400,0
0.250000,180,96,107.9900,0
0.250000,180,97,103.4050,0
0.250000,180,98,102.4850,0
0.250000,180,99,100.0000,1
0.250000,210,0,100.0000,1
0.250000,210,1,100.0000,1
0.250000,210,2,100.0000,1
0.250000,210,3,100.0000,1
0.250000,210,4,108.6150,0
0.250000,210,5,110.8260,0
0.250000,210,6,100.0000,1
0.250000,210,7,100.0000,1
0.250000,210,8,100.0000,1
0.250000,210,9,105.1987,0
0.250000,210,10,109.3842,0
0.250000,210,11,100.0000,1
0.250000,210,12,111.2106,0
0.250000,210,13,100.0000,1
0.250000,210,14,100.0000,1
0.250000,210,15,100.0000,1
0.250000,210,16,101.8887,0
0.250000,210,17,100.0000,1
0.250000,210,18,100.0000,1
0.250000,210,19,100.0000,1
0.250000,210,20,100.0000,1
0.250000,210,21,100.0000,1
0.250000,210,22,100.0000,1
0.250000,210,23,100.0000,1
0.250000,210,24,100.0000,1
0.250000,210,25,100.0000,1
0.250000,210,26,105.5147,0
0.250000,210,27,108.9866,0
0.250000,210,28,100.0000,1
0.250000,210,29,100.0000,1
0.250000,210,30,100.0000,1
0.250000,210,31,100.0000,1
0.250000,210,32,100.0000,1
0.250000,210,33,100.0000,1
0.250000,210,34,100.0000,1
0.250000,210,35,100.0000,1
0.250000,210,36,100.0000,1
0.250000,210,37,108.2695,0
0.250000,210,38,104.5045,0
0.250000,210,39,100.0000,1
0.250000,210,40,100.0000,1
0.250000,210,41,100.0000,1
0.250000,210,42,100.0000,1
0.250000,210,43,100.0000,1
0.250000,210,44,100.0000,1
0.250000,210,45,108.3266,0
0.250000,210,46,101.3875,0
0.250000,210,47,100.0000,1
0.250000,210,48,100.0000,1
0.250000,210,49,109.8171,0
0.250000,210,50,100.0000,1
0.250000,210,51,101.7892,0
0.250000,210,52,102.0717,0
0.250000,210,53,100.0000,1
0.250000,210,54,100.0000,1
0.250000,210,55,100.0000,1
0.250000,210,56,100.0000,1
0.250000,210,57,107.2608,0
0.250000,210,58,103.5188,0
0.250000,210,59,100.0000,1
0.250000,210,60,100.0000,1
0.250000,210,61,100.0000,1
0.250000,210,62,100.0000,1
0.250000,210,63,100.3359,0
0.250000,210,64,100.0000,1
0.250000,210,65,100.0000,1
0.250000,210,66,100.0000,1
0.250000,210,67,112.1583,0
0.250000,210,68,100.0000,1
0.250000,210,69,100.0000,1
0.250000,210,70,100.0000,1
0.250000,210,71,119.7999,0
0.250000,210,72,100.0000,1
0.250000,210,73,106.3786,0
0.250000,210,74,100.0000,1
0.250000,210,75,100.0000,1
0.250000,210,76,100.0000,1
0.250000,210,77,104.7435,0
0.250000,210,78,102.0540,0
0.250000,210,79,100.0000,1
0.250000,210,80,102.8437,0
0.250000,210,81,100.0000,1
0.250000,210,82,100.0000,1
0.250000,210,83,100.0000,1
0.250000,210,84,100.0000,1
0.250000,210,85,100.0000,1
0.250000,210,86,100.0000,1
0.250000,210,87,102.3333,0
0.250000,210,88,100.0000,1
0.250000,210,89,100.0000,1
0.250000,210,90,120.1302,0
0.250000,210,91,109.4292,0
0.250000,210,92,101.2054,0
0.250000,210,93,101.9261,0
0.250000,210,94,109.2044,0
0.250000,210,95,106.2672,0
0.250000,210,96,100.0000,1
0.250000,210,97,108.1488,0
0.250000,210,98,108.2821,0
0.250000,210,99,113.5139,0
0.250000,240,0,100.0000,1
0.250000,240,1,100.0000,1
0.250000,240,2,100.0000,1
0.250000,240,3,100.0000,1
0.250000,240,4,117.9816,0
0.250000,240,5,116.9862,0
0.250000,240,6,100.0000,1
0.250000,240,7,100.0000,1
0.250000,240,8,104.5982,0
0.250000,240,9,105.7295,0
0.250000,240,10,119.9990,0
0.250000,240,11,100.0000,1
0.250000,240,12,113.3574,0
0.250000,240,13,100.0000,1
0.250000,240,14,100.0000,1
0.250000,240,15,100.0000,1
0.250000,240,16,103.8213,0
0.250000,240,17,102.8671,0
0.250000,240,18,100.0000,1
0.250000,240,19,100.0000,1
0.250000,240,20,100.0000,1
0.250000,240,21,100.0000,1
0.250000,240,22,100.0000,1
0.250000,240,23,100.0000,1
0.250000,240,24,100.0000,1
0.250000,240,25,100.0000,1
0.250000,240,26,103.8767,0
0.250000,240,27,109.7553,0
0.250000,240,28,100.0000,1
0.250000,240,29,100.0000,1
0.250000,240,30,100.0000,1
0.250000,240,31,100.0000,1
0.250000,240,32,100.0000,1
0.250000,240,33,101.2870,0
0.250000,240,34,104.2354,0
0.250000,240,35,100.0000,1
0.250000,240,36,100.0000,1
0.250000,240,37,111.7632,0
0.250000,240,38,104.9620,0
0.250000,240,39,100.0000,1
0.250000,240,40,100.0000,1
0.250000,240,41,100.0000,1
0.250000,240,42,100.0000,1
0.250000,240,43,100.0000,1
0.250000,240,44,100.0000,1
0.250000,240,45,112.2321,0
0.250000,240,46,100.0000,1
0.250000,240,47,100.0000,1
0.250000,240,48,100.0000,1
0.250000,240,49,119.7437,0
0.250000,240,50,113.4930,0
0.250000,240,51,100.0000,1
0.250000,240,52,103.3583,0
0.250000,240,53,100.0000,1
0.250000,240,54,100.0000,1
0.250000,240,55,100.0000,1
0.250000,240,56,100.0000,1
0.250000,240,57,113.5711,0
0.250000,240,58,100.0000,1
0.250000,240,59,100.0000,1
0.250000,240,60,100.0000,1
0.250000,240,61,100.0000,1
0.250000,240,62,100.0000,1
0.250000,240,63,100.9618,0
0.250000,240,64,100.0000,1
0.250000,240,65,100.0000,1
0.250000,240,66,100.0000,1
0.250000,240,67,111.1939,0
0.250000,240,68,100.0000,1
0.250000,240,69,100.0000,1
